,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2021-03-29,1.2221913742141173,1.2873481382139234,1.0197149214757086,13.343639567452273,12.221834356238983,9.120252035121021
2021-03-30,1.0751736919408987,1.1705784420855851,0.8654578230097351,13.218482219931966,12.127621274667337,9.066770023353069
2021-03-31,1.2277494817554013,1.2807325854184155,1.0364563068475656,13.107401972005222,12.057403970975376,9.009360560754835
2021-04-01,1.4370723825255085,1.5925983682542693,1.2649843537806842,12.98480949740968,11.899797183682722,8.995688391126944
2021-04-05,1.367585256911596,1.5243098053075503,1.19846546769874,12.904492019839294,11.815140519311864,8.943306201328484
2021-04-06,1.4228901522236534,1.6143738710785656,1.2731323452496806,12.889617530897993,11.784003856192468,8.937347014110633
2021-04-07,1.1555654644690387,1.342631889131664,1.0148001756696468,12.183222671840563,11.185371602256357,8.579681835773158
2021-04-08,1.2126572660768,1.429065215127324,1.1256251275413485,12.184459958704782,11.189658991946356,8.590525912939217
2021-04-09,1.1565121395817113,1.317562505492732,1.054145336023329,12.156878459629493,11.074469742421492,8.572084848120415
2021-04-12,1.056375525696496,1.233718512904934,0.9505064130316976,12.103486012046412,11.037331213376332,8.543115063596447
2021-04-13,1.0235778011944554,1.3645602771984269,0.9998814346174448,12.08526379590611,11.000111143180629,8.558097292967155
2021-04-14,0.8277138425280277,1.189586357108497,0.8039223097049212,11.895481575475328,10.880715412042907,8.471014799212329
2021-04-15,0.9612964178890004,1.3238588228835497,0.9302358737336299,11.890472715578127,10.946318173165292,8.53412278398869
2021-04-16,0.9114197368695132,1.2481742050052462,0.8641366342474553,11.873703253252241,10.927330605584697,8.517677250354055
2021-04-19,0.8840483166473104,1.117193738077227,0.8221109157341078,11.879428898537773,10.89250086489708,8.52667875765468
2021-04-20,0.8994184894701595,1.1648261131396032,0.8392911265911278,11.873956452017921,10.866929807464434,8.52377532488081
2021-04-21,1.1234927296807689,1.3581480359099816,1.022088197356632,11.70479180128177,10.788844906114452,8.472113986262034
2021-04-22,0.9265832040778744,1.2419230499570548,0.8690745158704571,11.556401688194322,10.765720793091477,8.434690373959764
2021-04-23,0.9391254531051386,1.2728232754798403,0.8729978435332926,11.560228690423918,10.775720221476897,8.435484281922907
2021-04-26,0.8980474035865511,1.1971468639480998,0.8358860349473702,11.547245835085288,10.741552786543808,8.425612849419839
2021-04-27,0.8664579700829822,1.1524092008468725,0.8126532709959644,11.549025552943364,10.7500841598345,8.431963804766056
2021-04-28,0.9417613597128403,1.1364079425144165,0.8395003101972018,11.515171509428093,10.749595819265357,8.428481068601549
2021-04-29,0.8113754491478733,1.0432419136129045,0.7274804678874403,11.383602561183597,10.674676409025082,8.3729039311997
2021-04-30,0.8614744362029747,1.1166698391718815,0.7841235408188787,11.354160512307192,10.6246723641759,8.346313021819912
2021-05-03,0.9850247426625254,1.2604888704874198,0.8926942588655213,11.28826455389277,10.540556102156616,8.316160339605162
2021-05-04,0.8849933629742208,1.2530246317583864,0.8177484237980729,11.293097903758627,10.541518981058559,8.325830287034856
2021-05-05,0.8302317075333069,1.2333662694280025,0.791587864041963,11.276271443258466,10.539077207665933,8.322166810752211
2021-05-06,0.918376808093822,1.3919929571019403,0.9269633050108667,11.280556180371201,10.488827237737086,8.317142529493353
2021-05-07,0.8555030767074999,1.2928383140339785,0.8459229921913851,11.225309659191533,10.407587739648573,8.260280059318847
2021-05-10,0.7489924326599494,1.1467788866474238,0.736767275186541,11.244320951134693,10.455243919542182,8.297966438530139
2021-05-11,0.7119220736890931,1.0996359562264066,0.7172730285654597,11.251691243346144,10.481733128071278,8.302838425133586
2021-05-12,0.6671669612024215,1.0017628085109966,0.6116838306408361,11.299556060845816,10.595923063764854,8.386757570638501
2021-05-13,0.7529059338990727,1.1510385280813284,0.691864965156541,11.30799607412806,10.585830197982329,8.395223946029635
2021-05-14,0.7604626716843581,1.1661905796273502,0.7188363222401474,11.315271742920528,10.605462939581638,8.41844835801888
2021-05-17,0.7143582837337763,1.1271559865516831,0.6909528511165304,11.307324861510352,10.609219543978158,8.416298185192476
2021-05-18,0.616795557251552,0.9837126782087572,0.6359456013767979,11.293859591911994,10.59686555361691,8.42032327588664
2021-05-19,0.5944325953802371,1.0048830105096518,0.6152106865682705,11.29461154822967,10.588280320907138,8.421545767814566
2021-05-20,0.5731187512863736,0.9911410200683267,0.6245389092653142,11.275267818878254,10.573170183195515,8.428548676794986
2021-05-21,0.6545798060834045,1.0291268405638778,0.6793444400246879,11.228476611819966,10.566542734936965,8.412087819582064
2021-05-24,0.6765955285007602,1.0653285616364374,0.7068068904585587,11.239059483008559,10.585476484940818,8.423473969363725
2021-05-25,0.7272362441383593,1.0691255530265595,0.7901865039387992,11.228119970704322,10.586074590395064,8.42018662041912
2021-05-26,0.6921138722542345,0.9996358572049153,0.7517357881598703,11.219535159784956,10.559132689253603,8.414690739466028
2021-05-27,0.6843779921026465,1.0121065721243785,0.7423654748256273,11.21999609036048,10.556051731530754,8.41604049132069
2021-05-28,0.6213423721012956,0.9650733620000221,0.6852670534313641,11.189250271817407,10.544442968710111,8.396927085362343
2021-06-01,0.5744884250262559,0.9618553517663546,0.6615687230174765,11.188524113779938,10.544766993398445,8.398458220066885
2021-06-02,0.5818018209326252,0.946753778815859,0.6789417417943157,11.189300607004961,10.541487229055663,8.399999415468578
2021-06-03,0.548009663964832,0.8863023358081346,0.6385253321548247,11.209378255857592,10.548225543165298,8.421450659925247
2021-06-04,0.6373972880168515,1.0578766348607027,0.7804549670228004,11.254927613833283,10.568771489722074,8.462593809093939
2021-06-07,0.6235017181647413,0.9296493416707956,0.7610156445037881,11.252789870660765,10.505715926439471,8.461123490802615
2021-06-08,0.5492681956754025,0.8767651693092595,0.7082919935579103,11.224185024940345,10.476217240078554,8.443868490491012
2021-06-09,0.49650580432290153,0.9013477036829359,0.6772293823753904,11.213913727591155,10.478193227126404,8.436348582604763
2021-06-10,0.4657213263992979,0.9258497603128294,0.6505195966316694,11.190685409073984,10.486588490344587,8.420464089506424
2021-06-11,0.7479718061811819,1.2453100660102405,0.8349506574171037,10.803743398921045,10.083554427706062,8.262459130916575
2021-06-14,0.7347278914183991,1.195779865370663,0.8048085009925589,10.798962021679085,10.082958245131268,8.262639983021272
2021-06-15,0.6580676149783886,1.1238003158269083,0.7394552704803219,10.796842875848455,10.072043790474197,8.262181706272942
2021-06-16,0.5293413452813271,1.0350360577425466,0.6312368373836742,10.784600000477312,10.070356450660581,8.28143738300712
2021-06-17,0.5200164953290703,1.0991920905289898,0.616269712936786,10.784130995759668,10.082593650295676,8.281176599665843
2021-06-18,0.4362679867777223,1.0488890843121557,0.5815235230564874,10.81844052581452,10.076010614477523,8.279445533897713
2021-06-21,0.48739455051550507,1.0981216251445287,0.594059019318443,10.84709009527149,10.069865007114323,8.281026322677613
2021-06-22,0.46424114260917904,1.1008839031051594,0.5773144247951448,10.83374274505147,10.070854162325167,8.2760513804289
2021-06-23,0.4001209987048291,1.0830523122308362,0.5348161649561025,10.816251837181165,10.073438454305759,8.274714964126824
2021-06-24,0.5536918401871456,1.2439972783627102,0.6383978129617003,10.750551243135567,10.009464613230952,8.250267100477464
2021-06-25,0.521071354412705,1.150461857083702,0.5790082875991946,10.742039284200564,9.989061603002442,8.244629909508781
2021-06-28,0.6632910219865958,1.3115672362365505,0.6958288048475919,10.701115769935786,9.941110244332926,8.238362010808322
2021-06-29,0.6060508723625828,1.24911640647628,0.6389882684321321,10.684860294177858,9.917577209176876,8.231065746265873
2021-06-30,0.5186160865810469,1.2161691277949853,0.6004766819812055,10.641592358029719,9.906039498118425,8.219267456267543
2021-07-01,0.5208553844771333,1.2154369849119016,0.5969368949978713,10.642029937808676,9.905831370941884,8.218834348253399
2021-07-02,0.5654495872992469,1.246431866338607,0.6333416411222714,10.668266242433068,9.921368307095161,8.234074072522898
2021-07-06,0.4872929642142215,1.208706256278456,0.6041942212133165,10.621266034423442,9.90153133838993,8.21886429480774
2021-07-07,0.4985398309774827,1.2706309460184542,0.6339248566887253,10.623177727036444,9.913355098753456,8.224762338185876
2021-07-08,0.38658577849091974,1.2062774060715358,0.5748977271621727,10.622549865006828,9.918682125126807,8.220236170112644
2021-07-09,0.41225285022552155,1.1845399670827816,0.5375011115692174,10.635935587814442,9.916090991268529,8.215277310899499
2021-07-12,0.4289324495874657,1.1604395164250196,0.5317854026668662,10.638543715226094,9.910539603084786,8.214931407217515
2021-07-13,0.4819510981388407,1.147350558165107,0.55289476549716,10.616484868461832,9.91689110931267,8.207748026770956
2021-07-14,0.46332775866707865,1.1203081742292507,0.5612148644436447,10.610090781045873,9.898601394130107,8.211496140743291
2021-07-15,0.4155462798820055,1.1077178609788174,0.55681253046815,10.619939777995244,9.895510686422574,8.211197598332841
2021-07-16,0.3928580582236733,1.0512336072132236,0.5281741945279553,10.634830800018575,9.913915134195785,8.221974869442496
2021-07-19,0.28189706685221133,1.0396204602409491,0.5253572994899008,10.66839292709791,9.914201363177165,8.221620388653877
2021-07-20,0.26131693491293945,1.0285908098642023,0.4666339217447077,10.645553137061038,9.908761878192568,8.194420039691067
2021-07-21,0.30638405907007443,1.01069103849099,0.44140452928252666,10.65911655452837,9.90864089941177,8.195475117085437
2021-07-22,0.2764458771399435,1.0147386264001825,0.43141137696892823,10.64322918129081,9.910447516295214,8.191519977405907
2021-07-23,0.4022267106789575,1.0754980810359858,0.48799046072830043,10.658929299824146,9.909719376369901,8.18670986073515
2021-07-26,0.41679290848911915,1.118867892615048,0.49798865868115755,10.658595781200766,9.89954831528466,8.18548598758918
2021-07-27,0.2409734001624021,1.1053078630657087,0.4222900835487445,10.606448211115879,9.897339631577493,8.16208238383222
2021-07-28,0.2679472304169142,1.1139147570271484,0.44441090865668165,10.607761308500008,9.89628789916723,8.162923473460886
2021-07-29,0.2355191362375505,1.0512844814460756,0.3988120637101667,10.590992455498329,9.877638640182276,8.149054386318866
2021-07-30,0.1880461292200903,1.035698830025015,0.37252421363835525,10.603835812821115,9.878955098720784,8.151498943151669
2021-08-02,0.0881566521943769,1.0143368721222266,0.3242323310109498,10.56263853370393,9.872728075937927,8.134503770396934
2021-08-03,0.09783135002048682,1.0431138768396502,0.3207451042114647,10.567113195395388,9.881811671460223,8.133708648661287
2021-08-04,-0.011529872348917324,0.9608486899267318,0.23252743010568408,10.516191889039883,9.869789438743478,8.10621152727401
2021-08-05,0.005680167894770355,0.9763979714929223,0.21999099239877412,10.521524084889737,9.870470942952283,8.10597704402491
2021-08-06,-0.1548306288618114,0.8548128944257027,0.03313378398220487,10.494472187436683,9.87385090243569,8.127502094424422
2021-08-09,-0.08055884358342458,0.8581200825858678,0.05965711316136321,10.440704565756828,9.8730132388448,8.114037130677731
2021-08-10,-0.06441485438921733,0.8468521345341687,0.059841884906564606,10.436157796093314,9.874186937824172,8.11400143429473
2021-08-11,0.24362432254767608,0.9634632521039409,0.29949436964715404,10.041490503204768,9.820711528548271,7.94547521430278
2021-08-12,0.21739999966883938,0.9284959472838571,0.26298324173202503,10.031529448428346,9.81220075388951,7.938438662703545
2021-08-13,0.19796390974593975,1.0577555305939161,0.3252704599714808,10.019967405108314,9.81796814351082,7.964335230597606
2021-08-16,0.24225149923835723,1.09782748472957,0.3700372238077856,10.017964377809507,9.817313933437811,7.964573885830954
2021-08-17,0.056107581286547484,1.0255027427665069,0.24820706826943037,9.968762975677361,9.825723118154055,7.944769809059046
2021-08-18,-0.10127407973844291,0.928763042525802,0.15033459435249003,9.971847877906066,9.836270865412388,7.9365986775378286
2021-08-19,0.06795818783009992,1.0200454339442964,0.2854407186815935,9.861792075223963,9.826179817148489,7.891434345176441
2021-08-20,0.05196559561332296,1.0157486532580304,0.2497181993263063,9.84885519004359,9.82405408406177,7.875895074292381
2021-08-23,0.16752263842889015,1.0203710831314234,0.3046259205712218,9.920681113022564,9.826090291059954,7.895126442911924
2021-08-24,0.18787423473023362,0.9441261592235645,0.2750883184645098,9.9218375989418,9.817791629869015,7.895616668149015
2021-08-25,0.16866558934752696,0.932687821566429,0.23545893026516088,9.920841871373698,9.820103287795527,7.901023538282262
2021-08-26,0.012115280367206594,0.8627487841629887,0.13676077872396383,9.874324341647494,9.816614555308986,7.878115523992372
2021-08-27,0.20020867319908114,1.0003023108481515,0.30050009317879783,9.891491234367264,9.826749493543236,7.889247868247221
2021-08-30,0.17527997140826848,1.0013878978677972,0.2700435072311631,9.875046615478396,9.82709508074753,7.878298909762405
2021-08-31,0.12269727020811486,0.9588853113522484,0.21950206389013907,9.86482790939075,9.835940900744346,7.877091428260077
2021-09-01,0.04874479883966451,0.8697066047690959,0.14036469533049484,9.832390896038772,9.788322719472598,7.847978969692707
2021-09-02,0.04771452475678257,0.7850633123988238,0.10635763636674407,9.832324434763237,9.7200724322193,7.840933700656133
2021-09-03,0.33777335038469297,0.9711523523921207,0.3103240490225017,9.508930389058216,9.513068476708613,7.687294883575015
2021-09-07,0.3682436462887607,1.0531928343196446,0.33097474905710317,9.493800539264125,9.44136323035649,7.67356433384703
2021-09-08,0.5740416468390177,1.2394392572293942,0.49580429367031287,9.263011740624783,9.32591157092503,7.578228608109027
2021-09-09,0.3797726305840442,1.1557489183684635,0.4031754016349011,9.140926284864284,9.272773436737168,7.527546192141655
2021-09-10,0.407471416433871,1.1580280331280624,0.40711866921511525,9.116981710734185,9.270928069605992,7.525275629124298
2021-09-13,0.4436077521100325,1.187410873561022,0.4408401507885572,9.114221774238787,9.27687187286012,7.527163560896258
2021-09-14,0.3028655135468379,1.1233809665526377,0.39085721181342764,9.065525500853823,9.248969431935471,7.506712525392199
2021-09-15,0.3205751244624648,1.1395259343061352,0.370381607612857,9.074689781900993,9.252708777263553,7.504080267201576
2021-09-16,0.34408817233347644,1.1485004284681024,0.3448973252295637,9.064206674893597,9.24946841863886,7.515710396019159
2021-09-17,0.3279731251043101,1.1051472858736484,0.3351101135212607,9.07874907770299,9.275725550510419,7.5206167983987315
2021-09-20,0.21434583364255258,1.1407944928257558,0.36679437194356573,9.199289071322477,9.251890158308225,7.509370211185535
2021-09-21,0.30329355036249545,1.183418644845595,0.4296241338265454,9.169827210127341,9.237994079996167,7.498970857052295
2021-09-22,0.3242069947597294,1.2076187152588702,0.426240351579114,9.18401309353148,9.254912127323351,7.497779264100949
2021-09-23,0.6563718893550241,1.3489198089946381,0.5493005592415192,8.959045626636666,9.148865691306025,7.398786728862326
2021-09-24,0.6291260072682766,1.2820915622731142,0.48821900956948416,8.954018151744236,9.152486265760528,7.398993785098205
2021-09-27,0.4787360459618117,1.1466970644410437,0.37113956871283194,8.925356769955304,9.115634093481594,7.380803182036579
2021-09-28,0.08147343308873375,0.8332329119759898,0.0937365196924214,9.137448358428141,9.276063745334096,7.465428265053996
2021-09-29,0.06561748496570115,0.8824071730555698,0.09029392981610039,9.137509121297397,9.271022762600584,7.4655258658762005
2021-09-30,0.009455430705643168,0.7920157860529284,0.10595775204456831,9.150515820122326,9.304738292086853,7.465136815856675
2021-10-01,0.00350043062408123,0.8517694263752924,0.10632474608732902,9.145806895040149,9.349550882348511,7.4653345413016545
2021-10-04,-0.035504049852105375,0.8335051417768234,0.128524140571475,9.195947013012756,9.364001914273572,7.450694086131736
2021-10-05,-0.004366744811836796,0.8301049065574608,0.10406019971609255,9.221888689599655,9.363298388234272,7.446394945784212
2021-10-06,0.15111649777476707,0.9511359716709191,0.22879496971284952,9.180097224030666,9.34721565561098,7.425612550405977
2021-10-07,0.16514309058781468,0.8843881648712142,0.17056110726600726,9.189207578041993,9.32152124185599,7.4165069141298305
2021-10-08,0.08512011671204414,0.7639085610370238,0.07884197535725944,9.184830647262181,9.305506567701181,7.411447196180056
2021-10-11,-0.10308252119754009,0.6492358313866723,-0.06532337322865123,9.149023585923702,9.310989454723106,7.391201847851188
2021-10-12,-0.25004499076190145,0.5926197157588755,-0.12784816503708107,9.086277862347348,9.264912041124198,7.356450599373502
2021-10-13,-0.14000894085625318,0.6681061296946565,-0.006296923440651502,9.09503258917476,9.280944895931995,7.382427126051756
2021-10-14,0.04942473217496652,0.817539579886097,0.11155570394078662,9.214064536923225,9.341001042803573,7.414388052429888
2021-10-15,0.12115903434730525,0.8566254122007744,0.09659083139966064,9.224900703065893,9.34069412930507,7.417223925371849
2021-10-18,0.21280298948328066,0.9111303988515819,0.1552838133722315,9.23315514794154,9.34398344295064,7.416076342040707
2021-10-19,0.36565528330760616,1.0229107561750097,0.24160460802652103,9.22408976787671,9.2772256864973,7.388853189933641
2021-10-20,0.3695736004261159,1.0346151284054559,0.2536713811693821,9.224540523719018,9.2755726750605,7.388936795145312
2021-10-21,0.39609530950360583,1.0740698444427361,0.2598809161766896,9.229999552479578,9.270637694251379,7.388939094706258
2021-10-22,0.39608305554897566,1.1237792671088531,0.32465238961818066,9.2300044533761,9.275010140981447,7.3826004890252985
2021-10-25,0.4555636882906473,1.1042945947458982,0.34844303927529735,9.254017548585882,9.268992394268892,7.388930542492093
2021-10-26,0.531663012606091,1.230380237396947,0.4123674575064167,9.235143619065914,9.239336459610872,7.378518105028414
2021-10-27,0.4819857203757632,1.2719262486758987,0.43013544061437287,9.22918404365068,9.247726496770824,7.384020821656367
2021-10-28,0.8218901723006488,1.5820065519108686,0.6805546313889901,9.020458186165447,9.008975252866106,7.2258916175410315
2021-10-29,0.8085596606492326,1.5849360337089213,0.6632337682037609,9.016781466469503,9.009452171991574,7.224824260954245
2021-11-01,0.9423160058411216,1.6900821463715845,0.7773606265995548,8.963071931739302,8.945630723099125,7.181920793008578
2021-11-02,0.9276523954022334,1.6357862450585638,0.7365892879363463,8.956927613405878,8.907506593414862,7.167160384262086
2021-11-03,0.9334787612375289,1.543669530153652,0.6509140383973536,8.960529950734701,8.87698534633004,7.150896824166663
2021-11-04,0.8759240159013582,1.413719767888771,0.5450985748266559,8.886934097402538,8.643057628659733,7.016753481031682
2021-11-05,0.7666343851188115,1.3718491944776818,0.4759263879620938,8.79092024019061,8.59575837624061,6.9526893514550085
2021-11-08,0.77776964870569,1.4302599344502742,0.49829261776316597,8.789728099680048,8.57763207721216,6.948751700342795
2021-11-09,0.9730435410934614,1.4787436241843928,0.7418995901292671,8.58391690160904,8.5797809001015,6.806696848634823
2021-11-10,0.8891378477137032,1.3595355534623161,0.7000405650954202,8.644681727889344,8.667646351089054,6.829886507612952
2021-11-11,0.8536967980860415,1.2893651381505664,0.6359283904764724,8.634886800489248,8.652156228001394,6.8137607845868295
2021-11-12,0.9163990062488688,1.310343626741203,0.6458103384684006,8.665423571133314,8.654774983887,6.8161851541847005
2021-11-15,0.8549915202135836,1.1667991869748904,0.536745176273223,8.6554309116859,8.642356663751851,6.811903858977901
2021-11-16,0.8763795986225419,1.1100256527248566,0.49590704746015624,8.66224252565995,8.62226755118081,6.807084400882381
2021-11-17,0.8899591789606524,1.1370678441148327,0.5500501908514749,8.660780899167921,8.622239331282282,6.812631112559145
2021-11-18,1.0098292364055494,1.251936932586117,0.6424922265603151,8.666420658012552,8.601407729895369,6.8035752444337
2021-11-19,1.006199837242975,1.2358971614663263,0.6244368458293104,8.665861389528375,8.595883046736594,6.800245123916206
2021-11-22,0.9105076796591166,1.1644519029367029,0.47857857078158805,8.708479703390507,8.623499456506874,6.871964449792127
2021-11-23,0.9483836235364986,1.0836641229307593,0.4531871403807007,8.691733162376266,8.640727107324588,6.8832004973907015
2021-11-24,0.9966543874894298,1.109001014817875,0.5025375542609489,8.695468661786245,8.657986588981872,6.892930821274707
2021-11-26,0.7698582923926383,1.0922299362492494,0.49033308915048873,8.879605772849311,8.663461593336839,6.893501514453122
2021-11-29,0.9147819667204649,1.0764381807239087,0.5093143259853351,8.992157549358987,8.656292976531656,6.898895796421323
2021-11-30,0.7610010858411461,1.04467939708312,0.4842545386727451,9.12075615939017,8.671260507907494,6.906134363392017
2021-12-01,0.5585535443455415,0.9875282090645692,0.38810112230149374,9.191280493341923,8.684310818351527,6.902761853355447
2021-12-02,0.6509443366823182,1.1147884924566804,0.4196779445784185,9.239550369532134,8.728566425151655,6.9061835640966684
2021-12-03,0.5006383434347994,1.0745083858390212,0.37293131250313827,9.303868811876423,8.725557070923056,6.899433279167722
2021-12-06,0.58359431401916,1.1008468420166835,0.3891339379481046,9.335617013756346,8.725161299656591,6.897477743338206
2021-12-07,0.7525448917508994,1.1721180039565393,0.4119594446821132,9.578366583259616,8.764629467263918,6.910898877342513
2021-12-08,0.7516838450155959,1.0673397673967766,0.3446166915407867,9.57819570249273,8.779329153059443,6.9111990914179
2021-12-09,0.7556530349347239,1.1265820710058219,0.429958137793931,9.574399569797047,8.75228657516056,6.858040384995421
2021-12-10,0.8304894756474125,1.1410032820852491,0.4539647198428074,9.612869989601831,8.757503665654399,6.864760737898686
2021-12-13,0.7219794061666563,1.1389550617192898,0.44061944482882437,9.666088781895203,8.757490405849023,6.864728312793615
2021-12-14,0.6410125493850519,1.1232241036083197,0.3784429856696169,9.70486461843488,8.764908628748088,6.885574638797692
2021-12-15,0.7346280589446075,1.109632840313422,0.3735880127988733,9.820995377513707,8.756790129669026,6.88298259272096
2021-12-16,0.5543591284741445,1.0499575605514129,0.3058304085979694,9.941217868288122,8.775101413578065,6.890175273581171
2021-12-17,0.4483102971633301,1.0019249937963706,0.24796853744632752,9.959169982578848,8.776683948445276,6.884541589078438
2021-12-20,0.3707028329455523,0.9306704849273396,0.1986295997471239,10.0067179501194,8.823221675258257,6.904159916611971
2021-12-21,0.5504064389898787,1.0347235608765977,0.28229659891416886,10.153449159541758,8.863894568868696,6.921247172385709
2021-12-22,0.6544573178587646,1.1073608453172274,0.3699307873927786,10.203769306966615,8.893709392919872,6.946357711187398
2021-12-23,0.7173045830917892,1.135689022427495,0.3972649929516075,10.21734057980993,8.889375561055056,6.945345894738117
2021-12-27,0.8171925520068611,1.1924076059956947,0.43892848442810817,10.30197882104934,8.92703012531856,6.962981994785446
2021-12-28,0.7575563229310318,1.1107144941723976,0.36822303635797493,10.303508776675828,8.918304282996367,6.9639145956442325
2021-12-29,0.7544939824867313,1.0877417837162457,0.32827379622291464,10.303620088496535,8.925379839454678,6.969647474199226
2021-12-30,0.7181185804569054,1.0872950604229459,0.3320757899320247,10.305162523167018,8.925327255814432,6.97037480837359
2021-12-31,0.6600474089426199,1.039018115076092,0.29748984632850345,10.310916719061753,8.920859072371636,6.96775391227546
2022-01-03,0.7471743722854617,1.0579032208519472,0.22358572712418248,10.310050768920082,8.906258389025018,6.99626944369879
2022-01-04,0.6562280955313071,1.0238249085559217,0.17971087724449594,10.325101949423386,8.909279467264591,6.99791779079362
2022-01-05,0.4675592405401676,0.9116158689407179,0.14807822008394736,10.576756802862077,9.008783981991266,7.028584790755055
2022-01-06,0.38201172043425013,0.8591587665363469,0.0560517368895402,10.550179143370064,8.99575927373639,7.023002263319414
2022-01-07,0.324494000793927,0.7757047972918613,0.059704831990095256,10.573599990963126,9.012412429766462,7.021609628844725
2022-01-10,0.37832252773315944,0.8320603776925637,0.13370710254665255,10.5568757276266,8.997562869166938,7.0060693337538975
2022-01-11,0.48094192298905936,0.9208790023175353,0.23056035036784983,10.617193501722296,9.029686951748293,7.044502744902034
2022-01-12,0.484966678248467,0.855991187723049,0.19673417267458407,10.618145609713496,9.012219433995456,7.038150467076002
2022-01-13,0.3436287794327755,0.868666264154978,0.17482283321413078,10.759253977466079,9.005233044611396,7.0478647076389676
2022-01-14,0.4060213520813321,0.8334441023673749,0.17788812307685445,10.749343209564891,9.02143398037496,7.046767637269954
2022-01-18,0.1565615455075575,0.5765774715364472,-0.06486343532892334,10.92361598154815,9.160221507998166,7.118088934168563
2022-01-19,-0.020029024686597594,0.4454638681814334,-0.18366455415289273,10.907525974777437,9.130570478011222,7.062146959807134
2022-01-20,-0.13022996748775872,0.423772245364322,-0.22718713063451368,10.960050178141891,9.138196054973905,7.0694565158487945
2022-01-21,-0.2964486037900368,0.3533877039959243,-0.28108788613847324,11.159581463255392,9.168019118360853,7.0892922623547685
2022-01-24,-0.2979431732911903,0.2689709545537716,-0.33628246945692997,11.159010034811558,9.143422410064531,7.073885428844862
2022-01-25,-0.43130359468663665,0.199040179790799,-0.4079730487546907,11.272535536508173,9.178756628167974,7.099256263146899
2022-01-26,-0.3432601584286319,0.28288532033246566,-0.37603284395915004,11.197275340294519,9.093967321176939,7.071919226919081
2022-01-27,-0.42819977111248875,0.2979791119622148,-0.40811477626734943,11.21147142143682,9.099100754222912,7.071904888799339
2022-01-28,-0.11118150794141649,0.6215273728560002,-0.16090593765803984,11.430881823223155,9.093617773005526,7.082544445303915
2022-01-31,0.041720480789197,0.6036502494274598,-0.16810878326441747,11.63238623361047,9.076165592778574,7.0765314404218795
2022-02-01,0.07973173319360931,0.5700471302193765,-0.16585664938831712,11.630654502217062,9.062651504957888,7.076848458327274
2022-02-02,0.1692795838879949,0.6817002153521947,-0.06453512040968362,11.636014982250288,9.081313015009158,7.084956219355407
2022-02-03,-0.016481582459556183,0.41988516245216645,-0.2432680467047299,11.8813326289425,9.23856241097607,7.210390743917556
2022-02-04,-0.0008315880252146138,0.39670470672061514,-0.2724733763078929,11.879623652383268,9.244031302626542,7.210383465924526
2022-02-07,-0.06081141232239969,0.313522862665798,-0.3456539595273522,11.878865611054673,9.22795103327756,7.195228111687251
2022-02-08,-0.041225069614895575,0.33877502834421974,-0.3276016505341954,11.88241909572036,9.22995089888253,7.197377371471315
2022-02-09,0.028816222794057735,0.4135275234224288,-0.2528975696042454,11.933481118037733,9.273226649795681,7.228910016723688
2022-02-10,-0.10358031226396805,0.23617806743502248,-0.4020430780468528,12.07736336779179,9.437551932959579,7.336899952158846
2022-02-11,-0.1384822355136327,0.19321380279856878,-0.39512561511485095,12.102897870435644,9.455883085512918,7.3360902333622064
2022-02-14,-0.09873077196908953,0.1898330414802801,-0.34485671704129794,12.074145294152009,9.458240686000686,7.310249567737773
2022-02-15,-0.04332028005042828,0.21460209903021568,-0.2860999480595008,12.09537483543513,9.4673032647316,7.313876881487899
2022-02-16,-0.002173481010143524,0.29102717094829106,-0.21021815964824242,12.096410785413738,9.460977529811249,7.318003708012155
2022-02-17,-0.051047334167132336,0.2523464679628382,-0.22278970269964393,12.140311766548159,9.493062353964715,7.322823704038919
2022-02-18,-0.02776217636774266,0.3375895683470058,-0.16908334732454,12.133278307509805,9.45952010395498,7.307102287640865
2022-02-22,-0.05154988986495847,0.284150784822003,-0.19440666670317233,12.140470103059728,9.476539127675196,7.312335784125995
2022-02-23,-0.18907168300507682,0.06965021960209687,-0.3492765899298608,12.283957097644322,9.612721618544755,7.377780897502979
2022-02-24,0.07286949692341116,0.39461563071782213,0.0023285280492094116,12.280621377623278,9.412097393233964,7.180418249641347
2022-02-25,0.05270420366354701,0.4296384433720685,0.04184753927404018,12.26026389483668,9.454041412821997,7.19684712986913
2022-02-28,0.08336205664295511,0.41005060979916885,0.06058858947661679,12.286221180888642,9.438195475800008,7.2095694091924445
2022-03-01,0.10815932182138761,0.41072033918540785,0.12346162191062945,12.282451353842431,9.43786944149368,7.205386937190895
2022-03-02,0.09481586575285153,0.5145602470372873,0.2229388191055575,12.297065540299098,9.357641101992144,7.122177939940282
2022-03-03,0.15287744192682168,0.6373501077026243,0.34544849823806884,12.272622123981316,9.299339159154373,7.069645971996843
2022-03-04,0.13157388727109723,0.5362949148553956,0.31481509855988776,12.262647670780822,9.23099697998001,7.055924113092894
2022-03-07,0.031575982459799666,0.36605758478461814,0.29082991917145695,12.394473917533386,9.45345797917668,7.079954431604716
2022-03-08,-0.11367434923399178,0.1275607888248154,0.06735661779837455,12.35373858662232,9.394433883536674,6.9148046373935
2022-03-09,-0.06583147968565001,0.20507764539140858,0.07253610745638514,12.379032076152022,9.457658979131537,6.915923783940511
